id,return
862,12.4518011
8844,4.0430346
15602,0.0
31357,5.09075975
11862,0.0
949,3.123946966666667
11860,0.0
45325,0.0
9091,1.8385763142857143
710,6.072310931034483
9087,1.739991870967742
12110,0.0
21032,0.0
10858,0.31094920454545455
1408,0.10221757142857144
524,2.2329302884615383
4584,8.181818181818182
5,1.075
9273,7.079517766666667
11517,0.59051855
8012,3.805012297520661
1710,0.0
9691,0.60606144
12665,0.0
451,13.833333333333334
16420,0.0
9263,2.283333333333333
17015,0.0
902,0.0965895
37557,0.0
9909,0.0
63,5.7233898305084745
78802,0.0
9598,8.471163666666667
47018,0.0
687,3.5785122727272727
139405,0.0
33689,0.0
9603,0.0
34615,0.0
31174,0.0
11443,0.0
35196,0.0
9312,6.788662222222222
577,1.0642257
11861,2.357413
807,9.918541181818181
10530,6.292359509090909
8391,0.0
629,3.890261333333333
117164,0.0
11448,0.44666666666666666
49133,0.0
26441,0.0
97406,0.0
124057,0.0
9089,0.0
11010,0.0
99040,0.0
11359,0.0
17182,0.0
2054,0.0
10607,0.0
19760,0.0
9536,0.0
11525,0.0
40628,0.0
4482,0.0
10634,8.061690857142857
755,1.3598218947368421
11859,0.23068954
28387,0.0
48750,0.0
20927,0.0
36929,0.13616866666666666
9102,0.28909425
124626,0.0
27526,0.0
9623,0.0
46785,0.0
400,0.06622075
880,0.0
146599,0.0
188588,0.0
8447,0.0
10534,0.2710526315789474
17414,0.0
13997,0.0
2086,1.000732370443081
61548,0.0
9095,0.2633915319148936
12158,1.4142857142857144
9283,0.0
9208,3.00540294
40154,0.0
406,0.0
45549,0.0
63076,0.0
11062,0.0
13685,0.08000985714285715
47475,0.0
2045,0.0
9614,3.43375825
688,7.584025708333333
11907,0.0
10874,0.0
89333,0.0
96357,0.0
197,2.9166666666666665
103,21.74044153846154
33542,4.3189396
43566,0.0
71754,0.0
43612,0.0
51352,0.0
16934,0.0
10324,0.0
78406,0.25112556
55731,0.0
32119,0.0
11066,1.7525
11104,0.0
37975,0.0
2074,2.100348285714286
27793,0.0
44284,0.0
290157,0.0
110972,0.0
32622,0.0
73067,0.0
11863,0.1970322
55475,0.0
124636,0.0
9101,0.0
123360,0.0
5757,0.0
39428,0.0
124639,0.0
9302,0.0
11000,5.976146870967742
249882,0.0
16388,0.0
9737,7.442474947368421
30765,0.0
10474,0.0
22279,0.21288625
30157,0.0
568,6.831498711538462
11780,1.1284611071428572
34996,0.0
414,3.36529144
649,0.0
1873,0.0
5894,0.6375
1775,0.016191272727272728
8839,5.75856388
20649,0.52286072
10329,3.04044202
8963,2.969569716981132
26564,0.0
8068,3.6293492857142855
8512,0.5978082222222222
1572,4.067796288888889
13552,0.0
259209,0.0
6520,2.320007909090909
9073,0.0
10428,0.3781864
17447,0.0
9886,0.7630288
9482,1.2610386777777778
19326,0.0
9344,4.941477333333333
9071,2.297504
8973,0.0
15730,0.0
47608,0.0
2293,0.35376016666666665
9070,4.4
68274,0.0
48787,0.5
34574,0.0
1642,5.028543863636363
11472,0.0
36196,3.1491333333333333
11980,2.0
58372,0.0
32646,0.0
10533,0.20764814
56088,0.0
10802,0.4522389777777778
10149,1.1927757142857143
18402,0.0
9348,3.2392600857142857
139408,0.0
281,0.18950692857142856
5967,0.0
79593,0.41285714285714287
47939,0.0
36834,0.0
9090,0.0
3512,1.7387347166666667
52856,0.0
77350,0.0
9560,2.50062535
9804,1.5098184
31611,0.0
65796,0.0
49805,0.0
26258,0.0
50797,0.9344653571428572
19155,0.0
76,2.214162
11017,2.6488734
37141,0.0
9382,1.1166666666666667
6715,0.0
18256,0.0
22625,0.0
2292,116.70851851851852
1909,0.888
8984,3.891183436363636
61813,0.0
4954,0.0
62488,0.0
10531,0.0
11929,0.0
8467,15.454710875
10451,0.0
20156,0.0
18395,0.0
522,0.32708094444444447
397,0.0
10525,0.0
27985,0.0
15789,0.0
27303,0.813417
21183,0.0
10954,0.0
47867,0.0
43475,0.0
72031,0.0
14275,11.186587142857142
1024,0.609827
17207,2.507167238095238
13701,0.0
14819,0.0
32631,0.0
11777,0.0
628,3.7277434666666664
87729,0.1767142857142857
18713,0.0
6280,0.6166666666666667
9061,0.0
37108,0.0
6071,0.0
11,70.49072790909091
9587,0.0
19101,0.0
49980,0.0
17961,0.0
18183,10.832734
4476,5.354629433333334
11008,0.0
47504,0.0
32325,0.0
43742,0.0
28313,0.44728035294117646
11318,0.0
3036,2.4890288
40490,0.0
24070,0.0
8986,0.0
10510,0.0
17402,0.8333333333333334
38722,0.0
8438,0.0
11593,0.0
1945,3.4414134516129034
39310,0.0
109560,0.0
56428,0.0
63105,0.0
131957,0.0
241,1.4789048823529412
9058,0.0
527,0.0
18220,0.0
6950,3.7971912
101,2.830310875
63020,0.25752963636363635
2307,0.0
680,26.74109525
41478,0.0
25296,0.380805
40156,0.0
11450,0.0
30304,0.0
10452,0.0
12106,0.579764375
161495,0.5636363636363636
3586,0.7533768666666667
110,0.0
108,0.0
109,0.0
159185,0.0
36357,0.0
92769,0.0
28033,0.0
22586,0.27919022857142856
14334,0.0
2636,3.7858351555555556
2164,3.5739502181818184
11395,8.628788954545454
278,1.13365876
9905,0.0
87078,0.0
12527,0.0
20306,0.0
36614,0.0
27993,0.0
31439,0.0
9067,0.1625798
9059,0.0
193,3.1578947368421053
25066,2.0
46797,0.0
12122,0.0
11381,0.0
32636,0.0
36141,0.0
95963,0.0
1587,0.9120695454545454
9271,0.8016
2064,10.709236235294117
19855,0.0
60855,0.0
236,5.039879666666667
48287,0.0
3049,7.1478264
2759,0.0
12635,0.0
10497,0.372561
11382,0.0
9331,3.482059951612903
10731,2.6136713555555557
10464,0.0
34152,0.0
9495,6.266666666666667
29973,0.0
888,7.426765391304348
13,12.326279981818182
712,42.45013866666667
16295,0.0
48992,0.0
10879,1.3766059333333334
10660,0.0
10714,0.0
41647,0.0
8587,17.516483911111113
1689,0.13880397142857143
11596,1.2921557857142858
854,15.286235086956522
9359,0.0
23333,0.0
36593,1.7044199333333334
12280,0.0
2788,1.7460739130434784
10427,0.25
11011,0.0
49803,0.0
8987,0.0
1637,11.681604833333333
15128,0.0
8831,3.764688185185185
36955,3.2946296608695653
10449,0.0
10395,0.0
12160,0.39765079365079364
40480,0.0
52038,0.0
29444,0.0
26352,2.9392418
39953,0.0
41580,0.0
315,0.0
22067,2.9787887142857143
18242,0.0
11667,2.8406720285714284
32502,0.0
267188,0.0
28732,0.0
75555,0.0
42981,0.0
278939,0.0
291731,0.0
226229,0.0
203119,0.0
172923,0.0
316098,0.0
8011,1.4153846153846155
171857,0.0
2654,1.118325
18069,0.0
19092,0.0
2758,0.0
38129,0.0
10436,0.9486894117647059
13595,0.0
46094,1.2301814988290398
9409,0.0
11853,0.0
16771,0.0
46924,0.0
11041,0.0
306,2.38417978
14522,0.0
26203,0.0
178,0.0
19819,0.0
57834,0.0
4722,0.032989846153846154
18215,0.0
1607,0.7858135454545454
26391,0.0
117553,0.19770346153846155
6075,1.2172004
11310,0.0
18658,0.0
9350,3.642860157142857
9612,0.0
2124,0.49315125
26261,0.0
19176,0.0
49299,0.0
11566,0.0
9571,1.1584114492753623
9739,2.7904520701754385
24257,0.0
34444,0.0
26141,0.0
10997,0.0
50463,0.0
10443,0.0
20239,0.0
16297,0.0
18551,0.0
25440,0.0
9024,0.3715423333333333
37233,6.434484928571429
1634,7.68493125
13815,0.0
5503,8.38354
35588,0.5324462857142858
2087,0.0
41579,0.0
18620,0.0
41006,0.0
4916,0.0
2019,4.121648722222222
31642,0.0
9255,5.350113
26271,0.0
10612,0.0
2259,0.0
16097,0.0
11934,0.0
106143,0.0
12475,0.0
9386,4.4249292
7984,5.0612970769230765
59930,0.0
15765,0.0
31643,0.0
6,0.0
329,14.604761904761904
10909,0.2661367777777778
507,0.27930733333333335
34024,0.0
29918,0.0
9593,1.6152763411764706
42580,0.0
22317,0.0
1413,0.0
12121,0.0
2246,0.0
10502,0.0
10440,0.8359694814814815
9516,7.9714285714285715
2320,2.217622109090909
5879,0.0
83718,0.0
11971,0.0
2625,0.0
31911,0.0
788,17.6514478
21450,0.0
11231,1.3189153333333334
41588,0.0
10447,0.767
31586,0.0
9300,0.0
9559,4.504366633333333
9800,7.949170769230769
713,16.67142857142857
8291,1.9654132857142856
18133,0.0
25557,0.0
22588,0.0
10872,1.0399266363636364
1245,2.0206879130434783
11858,0.6083081
7007,0.0
10467,0.0
5550,0.4861913636363636
8005,1.78698775
2088,0.2848334782608696
10412,0.0
47889,1.25179625
14534,1.8958635833333333
56583,0.0
41878,0.0
424,14.607525772727273
35233,0.0
14291,0.0
103413,0.0
11236,0.0
11592,0.6015913846153846
8850,1.9225374
10445,0.0
695,0.0
43535,0.0
12519,0.0
23210,0.0
858,10.847613523809525
867,2.9075
78,1.1835577857142856
13203,0.0
10442,0.57927415
11074,0.0
33367,0.0
9607,0.4357388541666667
17585,1.0391909459459459
